Pong
Episode Number,Episode Steps,Reward,Score,Epsilon
2999,2265,16.0,16.0,0.05
3000,2406,13.0,13.0,0.05
3001,2534,13.0,13.0,0.05
3002,2125,18.0,18.0,0.05
3003,2038,19.0,19.0,0.05
